isbn,Title,Author,num_pages,publication_date,publisher,genres,Price
1878825011,What Uncle Sam Really Wants,Noam Chomsky,111,1/1/1992,Odonian Press,Politics,25.99
0843955856,The Girl with the Long Green Heart,Lawrence Block,251,11/1/2005,Hard Crime Case,Mystery,26.5
0140444084,Love Visions,Geoffrey Chaucer,272,5/26/1983,Penguin Classics,Poetry,30.99
0465070590,Shattered Bonds: The Color of Child Welfare,Dorothy Roberts,352,12/25/2002,Civitas Books,Nonfiction,27.5
0345323904,With Friends Like These...,Alan Dean Foster,236,11/12/1977,Del Rey,Science Fiction,13.0
0698117972,Mine  All Mine!: A Book About Pronouns,Ruth Heller,48,10/1/1999,Puffin Books,Childrens,21.0
0978655567,The Dragon's Eye (Erec Rex  #1),Kaza Kingsley,341,10/1/2006,Firelight Press,Fantasy,27.5
0553285726,Journey of Awakening: A Meditator's Guidebook,Ram Dass,448,7/1/1990,Bantam,Spirituality,26.0
0486452352,Diary of a Madman and Other Stories,Nikolai Gogol,84,12/29/2006,Dover Publications,Classics,11.5
1857236076,Running with the Demon (Word & Void #1),Terry Brooks,503,7/16/1998,Orbit Books,Fantasy,14.0
0618479031,Natural Health  Natural Medicine,Andrew Weil,448,12/9/2004,Mariner Books,Health,26.99
0804114609,Patty Jane's House of Curl,Lorna Landvik,304,6/28/1999,Ivy Books,Fiction,20.99
0553813536,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,496,4/1/2004,Bantam Press,Nonfiction,31.0
0486297160,Best Ghost and Horror Stories,Bram Stoker,272,11/2/2011,Dover Publications,Horror,22.5
0679890521,The Trail of Tears,Joseph Bruchac,48,9/21/1999,Random House Books for Young Readers,History,38.5
2253033138,Le Nom de la rose,Umberto Eco,755,11/2/1983,Le Livre de Poche,Fiction,38.0
0679600124,Les Misérables,Victor Hugo,1260,9/5/1992,Modern Library,Classics,16.99
140008279X,The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke,276,6/27/2006,Harmony,Religion,19.0
1400307848,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder,113,5/10/2006,Tommy Nelson,Nonfiction,26.0
1932361278,There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,Doug Lansky,216,11/16/2005,Travelers' Tales,Travel,22.5
0762412631,The New Big Book of America,Todd Davis,56,3/21/2002,Courage Books,Juvenile Nonfiction,10.99
0452284244,Animal Farm,George Orwell,122,5/6/2003,NAL,Classics,29.0
0345441702,The Sicilian,Mario Puzo,416,5/1/2001,Ballantine Books,Fiction,19.5
0192801732,Typhoon and Other Tales,Joseph Conrad,304,1/16/2003,Oxford University Press,Fiction,24.0
0330485385,The Lovely Bones,Alice Sebold,328,6/1/2003,Picador,Fiction,23.99
0938497154,The Atlantis Dialogue,Plato,46,1/1/2001,Shepard Publications,Philosophy,13.99
0307263940,Digging to America,Anne Tyler,277,5/2/2006,Alfred A. Knopf,Fiction,16.5
0684826356,The Reawakening,Primo Levi,230,12/1/1995,Touchstone,Nonfiction,24.5
067003777X,Special Topics in Calamity Physics,Marisha Pessl,514,8/3/2006,Penguin Books Ltd,Fiction,23.0
1590300068,The Wave in the Mind: Talks and Essays on the Writer  the Reader and the Imagination,Ursula K. Le Guin,314,2/17/2004,Shambhala,Nonfiction,37.99
0940450720,Writings 1878–1899: Psychology: Briefer Course / The Will to Believe / Talks to Teachers and to Students / Essays,William  James,1212,6/1/1992,Library of America,Philosophy,25.99
0380731959,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,389,1/5/2000,Avon,Mystery,24.5
0345484290,Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,CLAMP,184,4/25/2006,Del Rey,Sequential Art,21.5
0140110879,You Bright and Risen Angels,William T. Vollmann,635,12/1/1988,Penguin Books,Fiction,20.99
1400076323,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,512,5/27/2003,Vintage,Philosophy,24.5
0609808346,Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel,174,9/4/2001,Three Rivers Press,Humor,27.5
1929001150,Granta 85: Hidden Histories,Ian Jack,254,5/7/2004,Grove Press  Granta,Anthologies,24.5
1841493139,The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,467,1/31/2004,Orbit,Fantasy,16.5
1580174043,Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinner,Ken Haedrich,144,9/1/2001,Storey Publishing  LLC,Food and Drink,14.99
0316166340,Right Livelihoods: Three Novellas,Rick Moody,240,6/1/2007,Little Brown and Company,Short Stories,11.99
0374529051,The Iliad,Homer,588,4/3/2004,Farrar  Straus and Giroux,Classics,13.99
067499583X,Eclogues. Georgics. Aeneid: Books 1-6,Virgil,607,10/1/1999,Harvard University Press,Poetry,32.99
0743223136,John Adams,David McCullough,751,5/22/2001,Simon & Schuster Paperbacks,History,18.99
8408068911,Compasión,Jodi Picoult,554,1/1/2007,Booket,Fiction,38.5
1401303277,For One More Day,Mitch Albom,197,9/26/2006,Hachette Books,Fiction,23.5
1580931863,Glass House,Philip Johnson,256,5/10/2007,The Monacelli Press,Architecture,34.5
0071467440,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,Bill   Phillips,309,8/1/2006,McGraw-Hill Education,Architecture,23.99
0805081453,Travels in the Scriptorium,Paul Auster,145,1/23/2007,Henry Holt & Company,Fiction,22.5
4091255825,犬夜叉 12,Rumiko Takahashi,192,9/18/1999,小学館,Sequential Art,31.0
1598160125,Love Mode  Vol. 3,Yuki Shimizu,184,7/3/2006,Blu,Sequential Art,29.0
074349170X,Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,320,2/27/2007,Star Trek,Media Tie In,17.99
846630679X,La caverna,José Saramago,441,2/1/2003,Punto de Lectura,Fiction,17.5
0099486830,Just One More Day: A Memoir,Susan    Lewis,340,1/5/2006,Arrow Books,Biography,19.0
0674705599,The Principles of Psychology: Vols 1-2 (Works of William James),William  James,1376,12/1/1981,Harvard University Press,Psychology,34.5
1933110333,A Matter of Trust (Justice  #0),Radclyffe,240,2/1/2006,Bold Strokes Books,LGBT,13.99
0393324141,The Sisters: The Saga of the Mitford Family,Mary S. Lovell,611,5/20/2003,W.W. Norton & Company,Biography,29.99
0674991354,The Library 1  Books 1-3.9,Apollodorus,464,1/1/1921,Harvard University Press (Cambridge  MA)/Wm Heinemann Ltd. (London),Fantasy,29.0
0195162250,American Legal History: Cases and Materials,Kermit L. Hall,736,10/1/2004,Oxford University Press  USA,History,19.5
0751506451,The Maiden (The Morland Dynasty  #8),Cynthia Harrod-Eagles,413,2/1/1985,Little  Brown Book Group,Historical,31.0
0743491564,The Twelfth Card (Lincoln Rhyme  #6),Jeffery Deaver,576,5/1/2006,Pocket Star,Mystery,37.99
0743497287,No Place Like Home,Mary Higgins Clark,472,4/1/2006,Pocket Books,Mystery,26.5
0395500761,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,400,3/1/1989,Houghton Mifflin/Seymour Lawrence,Fiction,36.99
067401636X,Magic Circles: The Beatles in Dream and History,Devin McKinney,432,10/18/2004,Harvard University Press,Music,15.99
0807588970,When I Feel Angry,Nancy Cote,24,1/1/2000,Albert Whitman  Company,Childrens,30.0
2253141208,Les Fils des ténèbres,Dan Simmons,472,10/1/2007,Livre de Poche,Horror,30.99
039458404X,Essentials of Classic Italian Cooking,Marcella Hazan,704,10/27/1992,Knopf Publishing Group,Food and Drink,29.99
0465014879,Crime and Punishment in American History,Lawrence M. Friedman,590,9/9/1994,Basic Books,History,25.0
0571206921,Laughable Loves,Milan Kundera,287,8/21/2000,Faber & Faber,Fiction,33.99
0060732989,The Neil Gaiman Audio Collection,Neil Gaiman,1,8/31/2004,HarperFestival,Fantasy,37.0
1594731403,How to Be a Perfect Stranger: The Essential Religious Etiquette Handbook,Stuart M. Matlins,403,2/1/2006,Skylight Paths Publishing,Religion,15.0
0297843702,Inside Himalaya,Basil Pao,200,1/31/2005,Weidenfeld & Nicolson,Nonfiction,18.99
156478214X,The Third Policeman,Flann O'Brien,200,3/1/1999,Dalkey Archive Press,Fiction,17.0
0520213688,Haiti  History  and the Gods,Joan Dayan,362,3/10/1998,University of California Press,History,17.5
1590301943,The Changeling,Kate Horsley,339,4/12/2005,Shambhala,Historical,32.0
140120242X,JLA  Vol. 14: Trial by Fire,Joe Kelly,144,10/1/2004,DC Comics,Sequential Art,22.0
0743206053,Kitchen Privileges: A Memoir,Mary Higgins Clark,208,11/19/2002,Simon & Schuster,Autobiography,10.5
0679722564,The Swimming-Pool Library,Alan Hollinghurst,352,9/19/1989,Vintage,Fiction,28.99
0306813688,Johnny Cash,Michael Streissguth,334,9/4/2006,Da Capo Press,Music,24.5
0375829636,Young Warriors: Stories of Strength,Tamora Pierce,312,10/24/2006,Random House,Fantasy,39.99
0064462358,Dear Genius: The Letters of Ursula Nordstrom,Ursula Nordstrom,406,3/31/2000,HarperCollins,Nonfiction,19.99
0451527747,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll,239,12/1/2000,Penguin Group (USA),Classics,25.5
0007175191,Horton Hatches the Egg,Dr. Seuss,64,10/2/2004,Harpercollins Children's Books,Childrens,16.99
0773491678,Critique of Pure Reason (Studies in the History of Philosophy),Immanuel Kant,140,1/1/1992,Edwin Mellen Press,Philosophy,17.0
1416546022,Falling Man,Don DeLillo,246,5/15/2007,Scribner,Fiction,37.5
0839731949,The Headmaster's Papers,Richard A. Hawley,240,9/1/2002,Paul S. Eriksson,Fiction,10.5
1857150600,The Iliad,Homer,594,3/19/1992,Everyman,Classics,31.5
0142003840,Freedom Evolves,Daniel C. Dennett,368,1/27/2004,Penguin,Philosophy,10.99
0446677493,Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,Christopher Cokinos,384,4/1/2001,Warner Books (NY),Animals,24.0
0375422994,Friends  Lovers  Chocolate (Isabel Dalhousie  #2),Alexander McCall Smith,261,9/20/2005,Pantheon Books,Fiction,15.5
0752876813,The Copper Beech,Maeve Binchy,407,6/1/2005,Orion,Fiction,19.0
1421503549,Beauty is the Beast  Vol. 4,Tomo Matsumoto,208,8/1/2006,VIZ Media LLC,Sequential Art,20.99
1580070914,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon,104,4/1/2006,Specialty Press,History,28.0
074754624X,Harry Potter and the Goblet of Fire (Harry Potter  #4),J.K. Rowling,636,7/8/2000,Bloomsbury,Fantasy,27.99
087893720X,Essentials of Conservation Biology,Richard B. Primack,585,6/21/2007,Sinauer Associates,Science,21.5
0312361750,The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review,510,10/17/2006,Picador USA,Nonfiction,12.99
0563535113,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie,2,11/5/2001,BBC Audiobooks,Mystery,25.99
1857880781,Snapshots From Hell: The Making Of An MBA,Peter M. Robinson,296,4/26/2005,Nicholas Brealey,Business,11.5
0156421178,Homage to Catalonia,George Orwell,232,10/22/1980,Harcourt  Inc.(Harvest Book),History,37.99
1401910440,Here We All Are,Ram Dass,0,12/15/2005,Hay House,Spirituality,26.5
0618445579,The Bake Shop Ghost,Jacqueline K. Ogburn,32,7/25/2005,HMH Books for Young Readers,Childrens,24.5
0743518365,Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs,16,4/1/2010,Pimsleur,Nonfiction,38.0
0465007805,Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,208,4/6/2000,Basic Books,Nonfiction,22.5
006112009X,One Hundred Years of Solitude,Gabriel García Márquez,448,5/30/2006,Harper Perennial Modern Classics,Fiction,10.0
0586210695,The Curse of the Mistwraith (Wars of Light and Shadow  #1),Janny Wurts,830,5/1/2009,HarperCollins,Fantasy,16.99
0674995341,Nemean Odes. Isthmian Odes. Fragments,Pindar,480,4/15/1997,Harvard University Press,Poetry,21.99
0679740589,What Work Is,Philip Levine,77,4/21/1992,Knopf,Poetry,37.0
0345314034,More Classic Italian Cooking,Marcella Hazan,465,7/12/1984,Ballantine Books,Food and Drink,32.99
0140363335,How Do You Lose Those Ninth-grade Blues?,Barthe DeClements,144,4/1/1993,Puffin,Young Adult,33.5
1593076673,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman,51,4/1/2008,Dark Horse Books,Sequential Art,11.5
0340850620,Interstellar Pig (Interstellar Pig #1),William Sleator,200,12/6/2001,Hodder Children's Books,Science Fiction,16.99
0590058967,Peek-a-Boo! (Babyfaces),Roberta Grobel Intrater,12,10/1/1997,Cartwheel,Childrens,36.0
039574010X,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,256,9/1/1995,Mariner Books,Architecture,36.0
1402714572,Treasure Island,Robert Louis Stevenson,213,10/1/2004,Sterling Children's Books,Classics,38.5
0192802380,Pride and Prejudice,Jane Austen,333,2/11/2004,Oxford University Press,Classics,30.5
0306804980,Hannibal: Enemy Of Rome,Leonard Cottrell,248,8/22/1992,Da Capo Press,History,25.0
0029221307,The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris,368,9/15/1986,Free Press,History,38.0
1841580821,The Killer Angels (The Civil War Trilogy  #2),Michael Shaara,395,4/1/2001,Birlinn Ltd,Historical,26.99
0385732562,Gathering Blue (The Giver  #2),Lois Lowry,240,9/25/2000,Delacorte Press,Young Adult,14.5
0140714545,Hamlet,William Shakespeare,148,12/1/2001,Penguin Books,Classics,17.0
0553502697,From the Corner of His Eye,Dean Koontz,0,12/26/2000,Random House Audio Publishing Group,Horror,25.0
0898709792,C.S. Lewis and the Catholic Church,Joseph Pearce,175,3/17/2004,Ignatius Press,Religion,35.0
0345455290,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,298,4/26/2005,Del Rey,Science Fiction,11.99
0756403162,When True Night Falls (The Coldfire Trilogy  #2),C.S. Friedman,560,10/4/2005,DAW,Fantasy,24.99
0321399536,Frankenstein,Mary Wollstonecraft Shelley,431,7/1/2006,Pearson,Classics,29.5
0143036378,Disgrace,J.M. Coetzee,220,8/30/2005,Penguin Books,Fiction,39.0
188635085X,Hands Collected: The Books of Simon Perchik,Simon Perchik,566,1/1/2000,Pavement Saw Press,Poetry,33.5
0385729367,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,384,1/9/2007,Delacorte Books,Young Adult,12.99
1563890283,Batman: Gothic,Grant Morrison,128,7/1/1998,DC Comics,Sequential Art,23.0
0099474549,A Very Long Engagement,Sébastien Japrisot,320,1/6/2005,Vintage,Historical,38.99
1591164419,Bleach  Volume 01,Tite Kubo,200,5/19/2004,VIZ Media LLC,Sequential Art,26.5
0679732349,Chilly Scenes of Winter,Ann Beattie,288,1/2/1991,Vintage,Fiction,37.5
0195125983,Bakkhai,Euripides,160,2/22/2001,Oxford University Press  USA,Plays,19.0
0312423209,Mason & Dixon,Thomas Pynchon,773,1/3/2004,Picador USA,Fiction,16.5
0441013252,The Outlaws of Sherwood,Robin McKinley,368,10/4/2005,Ace,Fantasy,37.0
0679781242,The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,Simon Schama,720,12/8/1997,Vintage,History,33.0
1932416129,McSweeney's #14,Dave Eggers,306,9/27/2004,McSweeney's,Short Stories,13.0
037581423X,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,240,9/11/2001,Knopf Books for Young Readers,Short Stories,39.99
0446677388,Kiss the Girls (Alex Cross  #2),James Patterson,481,7/1/2000,Grand Central Publishing,Mystery,19.5
0713912545,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,467,6/1/1979,Allen Lane,Psychology,25.5
0596009410,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,864,7/19/2005,O'Reilly Media,Reference,15.5
0521618746,Hamlet,William Shakespeare,289,8/1/2005,Cambridge University Press,Classics,29.0
1400097029,The Sea,John Banville,195,8/15/2006,Vintage,Fiction,15.5
0743436083,Spirits White as Lightning (Bedlam's Bard  #5),Mercedes Lackey,512,5/1/2003,Baen,Fantasy,27.99
1568363567,The Last Shogun: The Life of Tokugawa Yoshinobu,Ryōtarō Shiba,256,8/20/2004,Kodansha America,Cultural,30.5
0879100230,The Season: A Candid Look at Broadway,William Goldman,448,7/1/2004,Limelight,Plays,38.5
055324356X,Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,135,12/31/1984,Bantam Books,Young Adult,20.0
0618718745,The Best American Comics 2006,Harvey Pekar,293,10/1/2006,Houghton Mifflin,Sequential Art,37.0
0736903704,Israel  My Beloved,Kay Arthur,448,3/15/2001,Harvest House Publishers,Fiction,19.5
080242855X,Your Child and Jesus: A Family Activity Book,Rick Osborne,112,9/13/1999,Moody Publishers,Family,30.5
0743487699,My Antonia (Great Plains trilogy #3),Willa Cather,314,3/4/2009,Pocket Books,Classics,22.0
0963625527,Be the Person You Want to Find: Relationship and Self-Discovery,Cheri Huber,228,9/1/1997,Keep It Simple Books,Psychology,10.0
0805079130,Saint-Exupéry,Stacy Schiff,560,2/7/2006,Holt Paperbacks,Biography,37.5
0312878605,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,966,1/14/2002,Tom Doherty Associates/Orb Books,Science Fiction,19.0
184354167X,Carpenter's Gothic,William Gaddis,262,2/1/2010,Atlantic Books (UK),Fiction,33.5
1569473331,White Sky  Black Ice (Nathan Active Mystery  #1),Stan Jones,284,7/1/2003,Soho Crime,Mystery,17.0
0141305959,The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,224,7/1/2000,Puffin Books,Historical,17.99
0312935757,The Cursed One (Wild Wulfs of London  #3),Ronda Thompson,305,11/28/2006,St. Martin's Paperbacks,Romance,37.5
0139567569,Red  White  and Black: The Peoples of Early North America,Gary B. Nash,362,7/14/1999,Prentice Hall,History,13.0
0679731369,Flaubert's Parrot,Julian Barnes,190,11/27/1990,Vintage,Fiction,35.0
1566915902,Pacific Northwest Hiking: The Complete Guide to More Than 1 000 of the Best Hikes in Washington and Oregon (Foghorn Outdoors),Scott Leonard,912,4/29/2005,Rick Steves,Sports,17.5
0553299034,Exile's Children (Exiles  #1),Angus Wells,688,10/1/1996,Spectra,Fantasy,35.99
0312966091,Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,321,7/15/1998,St. Martin's Press,Mystery,36.5
006109398X,Treasure Box,Orson Scott Card,384,10/1/1997,Harper,Fantasy,16.99
0312875576,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,342,5/17/2002,Tor Books,Fantasy,32.0
0060987529,Confessions of an Ugly Stepsister,Gregory Maguire,372,10/3/2000,William Morrow Paperbacks,Fantasy,38.5
0679731148,A Year in Provence,Peter Mayle,207,6/4/1991,Vintage,Travel,38.0
0142002887,When the Elephants Dance,Tess Uriza Holthe,368,6/24/2003,Penguin Books,Historical,37.5
0064401499,Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #4),Betty MacDonald,125,8/14/2007,HarperCollins,Childrens,21.5
1413480942,A Dracula Handbook,Elizabeth Russell Miller,200,3/23/2005,Xlibris Corporation,Writing,30.5
0744005833,Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,240,11/8/2005,BradyGames,Fantasy,24.0
019517013X,Modern Latin America,Thomas E. Skidmore,528,10/7/2004,Oxford University Press  USA,History,37.99
0446600458,The Thomas Berryman Number,James Patterson,272,4/1/1996,Grand Central Publishing,Mystery,15.0
8478889930,Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling,602,2/28/2006,Salamandra,Fantasy,34.99
0060846739,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,336,4/11/2006,William Morrow,History,13.99
1569716684,Planet of the Apes  Volume 1: Old Gods,Ian Edginton,80,3/5/2002,Dark Horse Comics,Sequential Art,30.5
0316724432,Slow Learner: Early Stories,Thomas Pynchon,193,4/30/1985,Back Bay Books,Fiction,36.5
0801870569,Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer,627,4/17/2002,Johns Hopkins University Press,History,36.0
